DATE,STATION_NUMBER,DISCHARGE
2015-03-01,05CA012,0.5619999766349792
2015-03-02,05CA012,0.47099998593330383
2015-03-03,05CA012,0.4379999935626984
2015-03-04,05CA012,0.44699999690055847
2015-03-05,05CA012,0.460999995470047
2015-03-06,05CA012,0.44999998807907104
2015-03-07,05CA012,0.42800000309944153
2015-03-08,05CA012,0.4359999895095825
2015-03-09,05CA012,0.5139999985694885
2015-03-10,05CA012,0.6949999928474426
2015-03-11,05CA012,0.9980000257492064
2015-03-12,05CA012,1.340000033378601
2015-03-13,05CA012,1.6699999570846558
2015-03-14,05CA012,1.940000057220459
2015-03-15,05CA012,2.0899999141693115
2015-03-16,05CA012,2.119999885559082
2015-03-17,05CA012,2.0299999713897705
2015-03-18,05CA012,1.870000004768372
2015-03-19,05CA012,1.7200000286102295
2015-03-20,05CA012,1.6699999570846558
2015-03-21,05CA012,1.5099999904632568
2015-03-22,05CA012,1.3700000047683716
2015-03-23,05CA012,1.340000033378601
2015-03-24,05CA012,1.3700000047683716
2015-03-25,05CA012,1.3600000143051147
2015-03-26,05CA012,1.4199999570846558
2015-03-27,05CA012,1.559999942779541
2015-03-28,05CA012,1.7599999904632568
2015-03-29,05CA012,1.940000057220459
2015-03-30,05CA012,2.049999952316284
2015-03-31,05CA012,2.009999990463257
2015-04-01,05CA012,1.8600000143051147
2015-04-02,05CA012,1.6399999856948853
2015-04-03,05CA012,1.4500000476837158
2015-04-04,05CA012,1.3300000429153442
2015-04-05,05CA012,1.2599999904632568
2015-04-06,05CA012,1.1799999475479126
2015-04-07,05CA012,0.8349999785423279
2015-04-08,05CA012,0.8149999976158142
2015-04-09,05CA012,1.0099999904632568
2015-04-10,05CA012,1.090000033378601
2015-04-11,05CA012,1.0700000524520874
2015-04-12,05CA012,1.0299999713897705
2015-04-13,05CA012,0.9850000143051147
2015-04-14,05CA012,0.9800000190734864
2015-04-15,05CA012,0.9829999804496764
2015-04-16,05CA012,0.9729999899864196
2015-04-17,05CA012,0.9639999866485596
2015-04-18,05CA012,1.059999942779541
2015-04-19,05CA012,1.0499999523162842
2015-04-20,05CA012,1.0800000429153442
2015-04-21,05CA012,1.100000023841858
2015-04-22,05CA012,1.159999966621399
2015-04-23,05CA012,1.1799999475479126
2015-04-24,05CA012,1.190000057220459
2015-04-25,05CA012,1.2100000381469729
2015-04-26,05CA012,1.1799999475479126
2015-04-27,05CA012,1.1299999952316284
2015-04-28,05CA012,1.090000033378601
2015-04-29,05CA012,1.0800000429153442
2015-04-30,05CA012,1.1200000047683716
2015-05-01,05CA012,1.159999966621399
2015-05-02,05CA012,1.2300000190734863
2015-05-03,05CA012,1.2300000190734863
2015-05-04,05CA012,1.190000057220459
2015-05-05,05CA012,1.159999966621399
2015-05-06,05CA012,1.2100000381469729
2015-05-07,05CA012,1.1399999856948853
2015-05-08,05CA012,1.1799999475479126
2015-05-09,05CA012,1.1799999475479126
2015-05-10,05CA012,1.149999976158142
2015-05-11,05CA012,1.1399999856948853
2015-05-12,05CA012,1.100000023841858
2015-05-13,05CA012,1.059999942779541
2015-05-14,05CA012,1.0499999523162842
2015-05-15,05CA012,1.090000033378601
2015-05-16,05CA012,1.2300000190734863
2015-05-17,05CA012,2.109999895095825
2015-05-18,05CA012,2.220000028610229
2015-05-19,05CA012,1.9800000190734863
2015-05-20,05CA012,1.6699999570846558
2015-05-21,05CA012,1.4700000286102295
2015-05-22,05CA012,1.3300000429153442
2015-05-23,05CA012,1.2300000190734863
2015-05-24,05CA012,1.1399999856948853
2015-05-25,05CA012,1.090000033378601
2015-05-26,05CA012,1.059999942779541
2015-05-27,05CA012,1.0499999523162842
2015-05-28,05CA012,1.0700000524520874
2015-05-29,05CA012,1.2799999713897705
2015-05-30,05CA012,1.3799999952316284
2015-05-31,05CA012,1.3300000429153442
2015-06-01,05CA012,1.2400000095367432
2015-06-02,05CA012,1.2000000476837158
2015-06-03,05CA012,1.2000000476837158
2015-06-04,05CA012,1.4600000381469729
2015-06-05,05CA012,1.4299999475479126
2015-06-06,05CA012,1.6699999570846558
2015-06-07,05CA012,1.649999976158142
2015-06-08,05CA012,1.5
2015-06-09,05CA012,1.3899999856948853
2015-06-10,05CA012,1.309999942779541
2015-06-11,05CA012,1.2799999713897705
2015-06-12,05CA012,1.3899999856948853
2015-06-13,05CA012,1.4800000190734863
2015-06-14,05CA012,1.6699999570846558
2015-06-15,05CA012,1.7899999618530271
2015-06-16,05CA012,1.7699999809265137
2015-06-17,05CA012,1.7400000095367432
2015-06-18,05CA012,1.940000057220459
2015-06-19,05CA012,2.5199999809265137
2015-06-20,05CA012,2.509999990463257
2015-06-21,05CA012,2.2699999809265137
2015-06-22,05CA012,2.109999895095825
2015-06-23,05CA012,1.9900000095367432
2015-06-24,05CA012,1.830000042915344
2015-06-25,05CA012,1.6699999570846558
2015-06-26,05CA012,1.5399999618530271
2015-06-27,05CA012,1.409999966621399
2015-06-28,05CA012,1.3200000524520874
2015-06-29,05CA012,1.25
2015-06-30,05CA012,1.25
2015-07-01,05CA012,1.3899999856948853
2015-07-02,05CA012,1.409999966621399
2015-07-03,05CA012,1.399999976158142
2015-07-04,05CA012,1.2599999904632568
2015-07-05,05CA012,1.2100000381469729
2015-07-06,05CA012,1.1100000143051147
2015-07-07,05CA012,1.159999966621399
2015-07-08,05CA012,1.100000023841858
2015-07-09,05CA012,1.0
2015-07-10,05CA012,0.9200000166893004
2015-07-11,05CA012,0.8619999885559082
2015-07-12,05CA012,0.8339999914169312
2015-07-13,05CA012,0.9980000257492064
